2019-10-31,Maribor,22.11
2019-11-01,Kranj,28.43
2019-11-02,Koper,26.98
2019-11-03,Celje,20.13
2019-11-03,Maribor,24.24
2019-11-03,Novo mesto,28.4
2019-11-04,Murska Sobota,20.33
2019-11-05,Murska Sobota,27.36
2019-11-05,Novo mesto,22.39
2019-11-06,Kranj,20.92
2019-11-06,Ljubljana,22.72
2019-11-09,Novo mesto,25.27
2019-11-10,Koper,29.95
2019-11-10,Kranj,20.94
2019-11-11,Celje,28.95
2019-11-11,Ljubljana,29.49
2019-11-13,Celje,20.18
2019-11-13,Maribor,25.1
2019-11-14,Celje,21.78
2019-11-15,Celje,28.97
2019-11-15,Murska Sobota,25.97
2019-11-15,Novo mesto,20.09
2019-11-16,Maribor,22.83
2019-11-16,Murska Sobota,22.54
2019-11-16,Novo mesto,26.19
2019-11-17,Murska Sobota,28.36
2019-11-18,Kranj,27.95
2019-11-18,Maribor,21.28
2019-11-18,Murska Sobota,25.07
2019-11-19,Celje,23.37
2019-11-20,Celje,27.29
2019-11-20,Koper,28.26
2019-11-21,Novo mesto,21.81
2019-11-22,Maribor,21.38
2019-11-23,Celje,28.97
2019-11-24,Ljubljana,29.99
2019-11-25,Celje,23.19
2019-11-25,Koper,22.79
2019-11-25,Kranj,26.16
2019-11-25,Novo mesto,22.85
2019-11-26,Celje,21.91
2019-11-26,Murska Sobota,23.51
2019-11-27,Novo mesto,20.92
2019-11-28,Celje,21.54
2019-11-28,Kranj,26.43
2019-11-28,Maribor,23.14
2019-11-29,Kranj,23.69
2019-11-30,Novo mesto,24.24
2019-12-01,Kranj,23.39
2019-12-04,Celje,28.75
2019-12-06,Koper,20.74
2019-12-06,Ljubljana,24.31
2019-12-07,Maribor,23.25
2019-12-10,Maribor,24.7
2019-12-11,Celje,20.5
2019-12-12,Ljubljana,25.67
2019-12-13,Koper,22.72
2019-12-14,Ljubljana,28.15
2019-12-15,Maribor,25.41
2019-12-19,Celje,24.1
2019-12-21,Celje,25.54
2019-12-21,Ljubljana,29.77
2019-12-21,Murska Sobota,27.23
2019-12-22,Celje,23.16
2019-12-22,Koper,26.27
2019-12-22,Murska Sobota,26.9
2019-12-23,Novo mesto,22.56
2019-12-26,Koper,25.48
2019-12-27,Maribor,28.38
2019-12-28,Celje,23.28
2019-12-28,Koper,29.69
2019-12-28,Novo mesto,28.71
2019-12-29,Ljubljana,23.21
2019-12-30,Koper,20.22
2019-12-30,Kranj,23.35
2019-12-31,Kranj,27.46
